,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
3635,31/05/2018,1164,14,25.9,43,2.7,1493,12.3,2.97,0.0,0.0,Spring,No Holiday,Yes
3636,14/03/2018,1478,19,17.9,54,2.9,2000,8.4,0.04,0.0,0.0,Spring,No Holiday,Yes
3637,21/12/2017,169,10,-3.0,71,0.7,608,-7.5,0.67,0.0,2.1,Winter,No Holiday,Yes
3638,02/07/2018,168,23,23.4,98,0.3,662,23.0,0.0,0.5,0.0,Summer,No Holiday,Yes
3639,26/11/2018,846,22,6.2,70,0.4,474,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3640,31/08/2018,794,10,25.5,53,2.3,1843,15.2,1.81,0.0,0.0,Summer,No Holiday,Yes
3641,02/02/2018,267,7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3642,09/11/2018,0,20,11.9,72,2.5,526,7.0,0.0,0.0,0.0,Autumn,No Holiday,No
3643,12/07/2018,231,5,25.9,91,0.4,872,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes
3644,23/09/2018,1074,22,18.5,40,2.5,2000,4.6,0.0,0.0,0.0,Autumn,Holiday,Yes
3645,10/01/2018,387,8,-7.9,67,2.6,1896,-12.9,0.0,0.0,0.7,Winter,No Holiday,Yes
3646,19/01/2018,61,5,-1.4,47,1.4,1301,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes
3647,27/05/2018,2267,18,23.0,36,2.8,1904,7.1,0.85,0.0,0.0,Spring,No Holiday,Yes
3648,04/10/2018,0,8,13.9,68,0.9,1912,8.0,0.34,0.0,0.0,Autumn,No Holiday,No
3649,05/01/2018,67,3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
3650,19/02/2018,347,9,-0.6,43,0.5,1596,-11.6,0.52,0.0,0.0,Winter,No Holiday,Yes
3651,27/10/2018,585,1,9.9,62,3.5,2000,2.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
3652,26/08/2018,600,2,22.1,84,0.6,2000,19.2,0.0,0.0,0.0,Summer,No Holiday,Yes
3653,18/06/2018,988,12,28.4,45,2.2,649,15.3,2.92,0.0,0.0,Summer,No Holiday,Yes
3654,19/02/2018,403,16,6.3,35,2.9,1117,-8.0,1.1,0.0,0.0,Winter,No Holiday,Yes
3655,18/04/2018,1738,17,17.8,26,3.3,1439,-1.9,1.63,0.0,0.0,Spring,No Holiday,Yes
3656,20/05/2018,2310,17,22.4,23,2.4,2000,0.2,1.89,0.0,0.0,Spring,No Holiday,Yes
3657,21/09/2018,1493,22,19.7,82,0.5,2000,16.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3658,16/06/2018,381,6,16.3,66,0.7,2000,9.9,0.05,0.0,0.0,Summer,No Holiday,Yes
3659,03/06/2018,659,8,20.3,47,1.5,1785,8.6,1.05,0.0,0.0,Summer,No Holiday,Yes
3660,26/06/2018,113,17,24.0,95,5.0,362,23.1,0.07,2.0,0.0,Summer,No Holiday,Yes
3661,26/04/2018,1197,12,19.6,36,2.2,962,4.1,2.55,0.0,0.0,Spring,No Holiday,Yes
3662,13/10/2018,728,8,7.4,70,0.5,1373,2.2,0.36,0.0,0.0,Autumn,No Holiday,Yes
3663,03/01/2018,382,17,-1.9,35,1.8,2000,-15.3,0.25,0.0,0.0,Winter,No Holiday,Yes
3664,13/10/2018,1261,20,13.8,52,1.6,1088,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
3665,24/04/2018,925,12,15.2,57,1.9,2000,6.7,1.33,0.0,0.0,Spring,No Holiday,Yes
3666,13/01/2018,158,20,-3.9,78,1.1,596,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
3667,06/01/2018,186,8,-6.5,62,1.1,1503,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
3668,08/05/2018,767,23,12.2,57,1.9,2000,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3669,13/04/2018,973,13,19.0,15,1.4,2000,-8.2,2.02,0.0,0.0,Spring,No Holiday,Yes
3670,17/11/2018,644,20,5.4,43,2.7,1913,-6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3671,05/08/2018,1411,19,30.9,68,3.3,1821,24.2,0.52,0.0,0.0,Summer,No Holiday,Yes
3672,01/01/2018,271,17,1.8,33,3.3,1913,-12.8,0.18,0.0,0.0,Winter,Holiday,Yes
3673,21/10/2018,936,10,13.4,46,0.8,1718,1.9,1.61,0.0,0.0,Autumn,No Holiday,Yes
3674,28/11/2018,583,10,4.4,23,1.6,1201,-14.9,0.7,0.0,0.0,Autumn,No Holiday,Yes
3675,12/07/2018,2313,19,27.4,78,1.1,1899,23.2,0.27,0.0,0.0,Summer,No Holiday,Yes
3676,28/11/2018,846,21,4.2,31,1.1,1741,-11.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
3677,26/12/2017,271,14,-1.6,20,4.3,2000,-21.6,1.11,0.0,0.0,Winter,No Holiday,Yes
3678,13/07/2018,2069,20,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,Summer,No Holiday,Yes
3679,13/12/2017,168,0,-9.5,48,1.3,1996,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3680,08/02/2018,136,0,-8.2,50,1.1,1850,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes
3681,31/07/2018,1091,7,27.9,60,1.1,1983,19.4,0.28,0.0,0.0,Summer,No Holiday,Yes
3682,08/04/2018,494,10,6.3,39,2.8,2000,-6.6,1.55,0.0,0.0,Spring,No Holiday,Yes
3683,26/05/2018,419,3,15.3,69,0.5,1103,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes
3684,15/12/2017,227,0,-5.7,53,0.6,1262,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes
3685,11/11/2018,554,23,6.3,62,0.0,1993,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
3686,14/06/2018,735,11,20.5,79,1.7,770,16.7,1.25,0.0,0.0,Summer,No Holiday,Yes
3687,23/05/2018,1183,14,22.0,33,3.4,1966,4.9,3.41,0.0,0.0,Spring,No Holiday,Yes
3688,24/02/2018,306,19,2.1,27,2.8,1883,-15.0,0.01,0.0,0.0,Winter,No Holiday,Yes
3689,21/04/2018,1986,18,22.2,11,3.0,2000,-9.7,0.98,0.0,0.0,Spring,No Holiday,Yes
3690,10/08/2018,214,4,26.3,85,0.4,1216,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes
3691,22/10/2018,1360,22,12.7,60,0.0,680,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3692,31/12/2017,267,13,2.5,36,3.7,1578,-11.0,1.15,0.0,0.7,Winter,Holiday,Yes
3693,19/05/2018,1573,12,20.5,42,2.1,2000,7.1,3.42,0.0,0.0,Spring,No Holiday,Yes
3694,05/04/2018,38,7,7.1,94,2.2,572,6.1,0.0,1.5,0.0,Spring,No Holiday,Yes
3695,31/08/2018,1686,8,23.1,80,0.2,1066,19.4,0.27,0.1,0.0,Summer,No Holiday,Yes
3696,19/11/2018,889,9,4.6,60,0.8,967,-2.5,0.46,0.0,0.0,Autumn,No Holiday,Yes
3697,14/04/2018,675,17,9.3,81,2.4,2000,6.1,0.52,0.0,0.0,Spring,No Holiday,Yes
3698,04/04/2018,744,11,12.8,65,2.0,2000,6.3,1.76,0.0,0.0,Spring,No Holiday,Yes
3699,06/06/2018,2163,19,24.9,56,3.1,1469,15.5,0.51,0.0,0.0,Summer,Holiday,Yes
3700,02/05/2018,67,6,17.9,93,0.9,202,16.7,0.0,0.1,0.0,Spring,No Holiday,Yes
3701,24/11/2018,507,1,2.4,30,1.3,2000,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
3702,30/11/2018,809,9,-0.4,57,0.6,1270,-7.8,0.45,0.0,0.0,Autumn,No Holiday,Yes
3703,03/12/2017,85,8,3.2,92,1.8,244,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes
3704,08/02/2018,160,10,-6.3,46,1.3,1346,-16.0,1.01,0.0,0.0,Winter,No Holiday,Yes
3705,30/09/2018,0,12,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,Autumn,No Holiday,No
3706,25/07/2018,1171,7,28.3,72,2.0,1200,22.7,0.1,0.0,0.0,Summer,No Holiday,Yes
3707,06/06/2018,1031,1,20.6,63,0.6,1670,13.3,0.0,0.0,0.0,Summer,Holiday,Yes
3708,24/06/2018,1471,16,31.3,32,3.2,1427,12.6,2.38,0.0,0.0,Summer,No Holiday,Yes
3709,08/11/2018,50,4,10.8,87,1.7,956,8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
3710,07/01/2018,60,7,-5.6,58,0.9,1368,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
3711,29/10/2018,906,22,5.1,58,2.2,2000,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
3712,17/07/2018,1591,17,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,Summer,No Holiday,Yes
3713,07/01/2018,270,18,1.8,34,1.2,1518,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3714,03/11/2018,0,18,14.2,51,1.5,990,4.1,0.02,0.0,0.0,Autumn,No Holiday,No
3715,20/09/2018,886,0,20.1,58,0.3,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3716,23/08/2018,740,14,30.5,59,2.0,2000,21.5,0.84,0.1,0.0,Summer,No Holiday,Yes
3717,25/11/2018,355,9,2.3,88,1.1,286,0.5,0.41,0.0,2.5,Autumn,No Holiday,Yes
3718,13/11/2018,980,15,15.3,37,1.8,1774,0.6,1.5,0.0,0.0,Autumn,No Holiday,Yes
3719,09/12/2017,237,2,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
3720,19/10/2018,1939,17,18.5,35,2.2,2000,2.7,0.68,0.0,0.0,Autumn,No Holiday,Yes
3721,17/11/2018,129,5,1.1,75,0.6,1270,-2.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
3722,03/02/2018,182,0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3723,31/03/2018,618,10,14.7,53,0.9,831,5.2,1.59,0.0,0.0,Spring,No Holiday,Yes
3724,05/03/2018,438,12,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,Spring,No Holiday,Yes
3725,27/10/2018,1118,13,10.6,38,4.6,2000,-3.1,1.63,0.0,0.0,Autumn,No Holiday,Yes
3726,02/11/2018,1424,16,18.8,32,1.4,1717,1.7,1.09,0.0,0.0,Autumn,No Holiday,Yes
3727,16/12/2017,66,6,-6.1,69,2.9,765,-10.8,0.0,0.0,0.0,Winter,No Holiday,Yes
3728,18/08/2018,769,10,27.0,37,1.2,1962,11.0,2.32,0.0,0.0,Summer,No Holiday,Yes
3729,09/06/2018,1156,10,25.8,49,1.3,1442,14.2,2.42,0.0,0.0,Summer,No Holiday,Yes
3730,01/11/2018,1040,14,14.9,31,2.5,1872,-2.1,2.06,0.0,0.0,Autumn,No Holiday,Yes
3731,30/03/2018,1268,19,15.2,60,3.2,1081,7.4,0.09,0.0,0.0,Spring,No Holiday,Yes
3732,19/03/2018,263,15,9.8,57,3.0,2000,1.6,0.43,0.0,0.0,Spring,No Holiday,Yes
3733,10/08/2018,721,12,33.4,47,1.3,2000,20.5,2.51,0.0,0.0,Summer,No Holiday,Yes
3734,22/03/2018,752,16,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,Spring,No Holiday,Yes
3735,22/04/2018,384,14,20.7,32,1.5,1996,3.3,0.69,0.0,0.0,Spring,No Holiday,Yes
3736,01/07/2018,17,18,22.2,96,1.2,673,21.5,0.09,3.5,0.0,Summer,No Holiday,Yes
3737,06/02/2018,165,13,-7.5,28,4.3,1904,-22.9,2.3,0.0,0.0,Winter,No Holiday,Yes
3738,23/07/2018,2405,18,33.9,53,3.2,1886,22.9,0.94,0.0,0.0,Summer,No Holiday,Yes
3739,22/06/2018,2493,20,25.4,31,2.5,2000,7.0,0.07,0.0,0.0,Summer,No Holiday,Yes
3740,27/05/2018,762,9,19.5,43,1.5,1548,0.0,1.02,0.0,0.0,Spring,No Holiday,Yes
3741,01/05/2018,1002,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Spring,Holiday,Yes
3742,10/01/2018,84,6,-7.7,74,1.1,2000,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes
3743,31/05/2018,1343,23,20.5,62,2.2,1903,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3744,25/03/2018,60,5,5.0,83,0.7,200,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3745,07/07/2018,2238,18,27.8,48,1.2,2000,15.7,0.91,0.0,0.0,Summer,No Holiday,Yes
3746,04/01/2018,309,16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,Winter,No Holiday,Yes
3747,09/03/2018,611,15,7.7,51,2.9,670,-1.8,0.94,0.0,0.0,Spring,No Holiday,Yes
3748,29/01/2018,166,13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,Winter,No Holiday,Yes
3749,14/04/2018,70,13,8.8,93,1.7,597,7.7,0.38,0.0,0.0,Spring,No Holiday,Yes
3750,18/06/2018,202,3,20.5,77,0.5,865,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
3751,11/03/2018,1294,15,11.9,26,2.8,1338,-7.0,2.34,0.0,0.0,Spring,No Holiday,Yes
3752,16/08/2018,1446,23,25.0,44,2.2,2000,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes
3753,24/07/2018,1834,20,31.1,63,2.0,1542,23.2,0.06,0.0,0.0,Summer,No Holiday,Yes
3754,06/03/2018,82,3,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3755,11/04/2018,0,0,14.4,82,4.6,1041,11.3,0.0,0.0,0.0,Spring,No Holiday,No
3756,10/10/2018,1363,16,13.8,43,3.7,2000,1.4,0.74,0.0,0.0,Autumn,No Holiday,Yes
3757,05/02/2018,183,22,-10.3,43,3.7,1876,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes
3758,13/07/2018,600,2,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes
3759,28/11/2018,842,20,4.8,29,0.6,1756,-11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
3760,22/12/2017,196,0,-1.7,79,0.5,794,-4.8,0.0,0.0,0.8,Winter,Holiday,Yes
3761,07/03/2018,849,17,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,Spring,No Holiday,Yes
3762,27/08/2018,2153,18,24.8,83,0.8,1947,21.7,0.26,0.0,0.0,Summer,No Holiday,Yes
3763,05/09/2018,220,4,19.9,81,0.2,2000,16.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3764,03/08/2018,600,15,37.4,44,3.2,1499,23.0,2.71,0.0,0.0,Summer,No Holiday,Yes
3765,20/04/2018,1183,22,18.2,52,1.3,818,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
3766,13/09/2018,736,1,21.5,65,1.0,2000,14.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
3767,08/08/2018,614,6,27.6,84,1.2,1123,24.6,0.01,0.0,0.0,Summer,No Holiday,Yes
3768,25/05/2018,1082,12,24.4,24,2.9,1811,2.5,3.28,0.0,0.0,Spring,No Holiday,Yes
3769,24/12/2017,79,4,5.2,82,0.7,189,2.3,0.0,0.0,0.0,Winter,Holiday,Yes
3770,17/04/2018,1120,15,19.9,26,3.5,1628,-0.1,2.8,0.0,0.0,Spring,No Holiday,Yes
3771,26/08/2018,1163,0,22.8,78,1.5,2000,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes
3772,07/11/2018,1176,19,13.8,81,1.5,760,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3773,26/03/2018,575,14,17.4,39,2.9,520,3.2,2.7,0.0,0.0,Spring,No Holiday,Yes
3774,26/09/2018,1937,19,20.7,46,1.0,2000,8.6,0.02,0.0,0.0,Autumn,No Holiday,Yes
3775,18/10/2018,1878,19,14.9,49,2.1,2000,4.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3776,19/09/2018,0,18,24.0,55,2.2,1691,14.3,0.12,0.0,0.0,Autumn,No Holiday,No
3777,15/04/2018,620,22,9.0,65,1.7,1953,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3778,09/03/2018,510,12,6.8,51,1.0,1617,-2.6,1.13,0.0,0.0,Spring,No Holiday,Yes
3779,28/07/2018,706,16,28.6,82,3.4,1022,25.2,0.14,0.0,0.0,Summer,No Holiday,Yes
3780,13/11/2018,1208,20,9.5,44,1.8,1991,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3781,13/01/2018,152,0,-6.6,39,1.6,1930,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
3782,31/05/2018,2281,8,16.9,65,1.6,896,10.2,1.21,0.0,0.0,Spring,No Holiday,Yes
3783,03/03/2018,176,2,0.9,35,0.5,1856,-12.8,0.0,0.0,0.0,Spring,No Holiday,Yes
3784,09/10/2018,0,4,11.0,63,0.8,2000,4.2,0.0,0.0,0.0,Autumn,Holiday,No
3785,19/07/2018,1536,17,34.0,44,2.3,1891,20.0,1.95,0.0,0.0,Summer,No Holiday,Yes
3786,22/09/2018,925,10,21.8,67,1.9,878,15.3,1.88,0.0,0.0,Autumn,No Holiday,Yes
3787,22/08/2018,727,13,35.3,41,2.1,1925,20.0,3.1,0.0,0.0,Summer,No Holiday,Yes
3788,31/01/2018,273,8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,Winter,No Holiday,Yes
3789,27/05/2018,2019,15,23.9,37,2.6,1889,8.3,1.82,0.0,0.0,Spring,No Holiday,Yes
3790,21/04/2018,600,8,14.6,54,0.9,431,5.3,0.89,0.0,0.0,Spring,No Holiday,Yes
3791,19/09/2018,0,6,19.0,76,0.3,1488,14.6,0.0,0.0,0.0,Autumn,No Holiday,No
3792,06/01/2018,283,12,0.0,35,2.3,1672,-13.6,1.07,0.0,0.0,Winter,No Holiday,Yes
3793,07/09/2018,624,6,20.2,70,1.6,1690,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3794,05/01/2018,312,13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,Winter,No Holiday,Yes
3795,14/11/2018,362,6,5.1,76,1.1,1195,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3796,29/04/2018,1128,22,15.6,43,2.3,1016,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
3797,26/02/2018,135,0,-0.9,60,0.7,1844,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes
3798,19/03/2018,382,23,6.9,44,3.3,2000,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
3799,11/05/2018,378,2,12.1,85,1.4,321,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes
3800,30/10/2018,283,2,2.1,56,0.5,2000,-5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
3801,21/09/2018,1540,21,19.9,82,0.6,2000,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
3802,11/05/2018,724,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
3803,12/12/2017,104,6,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes
3804,24/11/2018,420,19,2.6,85,1.2,797,0.3,0.0,0.0,3.3,Autumn,No Holiday,Yes
3805,18/07/2018,2692,18,32.0,50,2.6,1374,20.2,1.25,0.0,0.0,Summer,No Holiday,Yes
3806,06/10/2018,0,4,16.9,89,2.7,1577,15.0,0.0,2.5,0.0,Autumn,No Holiday,No
3807,15/12/2017,221,10,-4.6,52,0.8,648,-12.9,0.34,0.0,0.0,Winter,No Holiday,Yes
3808,14/05/2018,199,5,11.9,93,0.8,241,10.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3809,18/04/2018,1346,16,18.5,22,2.7,1515,-3.6,2.27,0.0,0.0,Spring,No Holiday,Yes
3810,28/07/2018,1158,22,29.0,74,0.9,1652,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes
3811,15/12/2017,309,12,-2.5,43,0.7,895,-13.3,0.34,0.0,0.0,Winter,No Holiday,Yes
3812,04/08/2018,690,15,34.7,48,3.6,1973,22.0,2.47,0.0,0.0,Summer,No Holiday,Yes
3813,05/06/2018,2615,19,25.5,43,3.1,1760,11.9,0.41,0.0,0.0,Summer,No Holiday,Yes
3814,24/05/2018,1863,17,23.4,38,2.7,1885,8.2,1.76,0.0,0.0,Spring,No Holiday,Yes
3815,22/12/2017,326,14,5.9,55,0.6,779,-2.4,0.48,0.0,0.0,Winter,Holiday,Yes
3816,22/09/2018,953,0,19.5,81,1.1,2000,16.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3817,24/01/2018,90,10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,Winter,No Holiday,Yes
3818,09/04/2018,43,4,1.1,95,0.5,345,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3819,04/09/2018,1233,23,21.7,60,0.5,2000,13.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3820,24/06/2018,2387,20,26.1,49,1.9,1960,14.5,0.1,0.0,0.0,Summer,No Holiday,Yes
3821,10/09/2018,1223,23,20.8,51,1.7,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3822,19/08/2018,425,3,24.0,59,0.6,2000,15.4,0.0,0.0,0.0,Summer,No Holiday,Yes
3823,18/06/2018,1177,15,30.5,34,2.8,1590,12.8,2.87,0.0,0.0,Summer,No Holiday,Yes
3824,01/05/2018,1696,19,21.2,68,1.5,610,15.0,0.16,0.0,0.0,Spring,Holiday,Yes
3825,24/03/2018,354,23,6.4,85,2.3,155,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
3826,26/04/2018,1124,7,10.7,68,0.8,1093,5.0,0.27,0.0,0.0,Spring,No Holiday,Yes
3827,12/02/2018,69,1,-7.9,52,3.7,1961,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
3828,08/04/2018,90,4,1.7,51,1.3,2000,-7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3829,30/11/2018,116,4,-0.5,71,0.4,1345,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3830,01/08/2018,622,6,27.8,73,0.9,1971,22.5,0.01,0.0,0.0,Summer,No Holiday,Yes
3831,01/02/2018,344,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes
3832,08/05/2018,430,1,16.0,64,1.0,1600,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes
3833,15/06/2018,2984,19,24.3,48,1.5,2000,12.5,0.59,0.0,0.0,Summer,No Holiday,Yes
3834,22/06/2018,902,10,26.3,34,0.9,1792,9.1,2.57,0.0,0.0,Summer,No Holiday,Yes
3835,04/01/2018,302,7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3836,16/07/2018,1425,17,33.0,46,3.1,1926,19.8,1.89,0.0,0.0,Summer,No Holiday,Yes
3837,11/10/2018,857,23,8.4,60,1.5,2000,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
3838,21/03/2018,82,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,Spring,No Holiday,Yes
3839,03/10/2018,2235,18,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,Autumn,Holiday,Yes
3840,04/06/2018,172,4,19.4,56,1.2,1752,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes
3841,19/07/2018,1068,0,25.9,76,1.3,984,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes
3842,26/10/2018,753,0,12.5,57,0.9,1877,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
3843,02/08/2018,1020,23,32.4,64,1.7,1153,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes
3844,04/06/2018,1249,15,25.5,43,2.9,1996,11.9,1.71,0.0,0.0,Summer,No Holiday,Yes
3845,14/03/2018,309,1,13.7,73,2.2,1182,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
3846,20/08/2018,847,13,31.6,46,2.7,1864,18.5,1.77,0.0,0.0,Summer,No Holiday,Yes
3847,12/11/2018,456,0,,64,0.8,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
3848,09/04/2018,623,23,9.6,43,1.2,1333,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
3849,22/11/2018,759,21,2.2,28,3.2,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
3850,06/10/2018,5,7,16.5,97,2.3,364,16.0,0.0,9.5,0.0,Autumn,No Holiday,Yes
3851,09/12/2017,289,22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3852,03/07/2018,600,6,22.6,95,0.1,1937,21.7,0.05,0.0,0.0,Summer,No Holiday,Yes
3853,28/03/2018,1035,21,14.2,70,0.8,723,8.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3854,09/04/2018,869,13,12.4,32,1.7,1441,-3.8,3.06,0.0,0.0,Spring,No Holiday,Yes
3855,11/03/2018,1154,14,11.6,20,2.7,1647,-10.6,2.69,0.0,0.0,Spring,No Holiday,Yes
3856,19/07/2018,231,4,24.0,87,0.9,582,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes
3857,19/03/2018,9,4,6.3,90,1.0,240,4.7,0.0,0.0,0.0,Spring,No Holiday,Yes
3858,19/08/2018,592,8,24.4,58,0.8,2000,15.5,0.45,0.0,0.0,Summer,No Holiday,Yes
3859,15/08/2018,563,9,32.0,53,1.6,2000,21.2,1.56,0.0,0.0,Summer,Holiday,Yes
3860,29/01/2018,282,19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes
3861,21/03/2018,231,21,1.2,92,0.7,1474,0.0,0.0,0.5,0.0,Spring,No Holiday,Yes
3862,21/11/2018,838,21,4.6,44,1.1,1859,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
3863,08/08/2018,322,3,28.3,84,0.5,1006,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes
3864,24/08/2018,1084,23,23.4,79,2.7,1990,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes
3865,17/02/2018,14,5,-5.7,31,2.3,1999,-20.1,0.0,0.0,0.0,Winter,Holiday,Yes
3866,05/06/2018,2404,21,23.3,51,1.7,1654,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes
3867,27/09/2018,1189,12,23.2,42,1.4,2000,9.5,2.73,0.0,0.0,Autumn,No Holiday,Yes
3868,10/02/2018,223,10,1.8,73,2.8,270,-2.5,0.69,0.0,0.0,Winter,No Holiday,Yes
3869,12/11/2018,109,4,4.0,68,0.0,2000,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
3870,01/12/2017,460,7,-7.4,38,0.9,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes
3871,09/02/2018,238,11,-0.2,31,0.8,1269,-15.3,0.5,0.0,0.0,Winter,No Holiday,Yes
3872,13/05/2018,579,9,14.8,95,1.0,986,14.0,0.53,0.0,0.0,Spring,No Holiday,Yes
3873,13/02/2018,406,19,2.4,57,3.2,1995,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes
3874,15/04/2018,102,6,5.6,85,1.2,769,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
